0,162.148297,20.221658,52.048331,13.809295,42.566806,163.726039,36.835949,119.538872
1,119.065124,8.164885,57.114280,55.772957,85.484334,20.105423,38.949758,51.182130
0,165.541766,16.212564,51.830559,13.507821,36.865593,115.863697,36.976585,106.405469
0,149.738392,35.030166,50.665373,14.817708,27.294753,488.230804,36.987770,108.533851
0,166.956734,14.634486,52.116171,13.192319,38.687412,93.755825,36.683856,126.879014
0,154.763401,24.118301,50.991950,14.248958,33.002629,231.214252,36.868096,112.631723
0,168.871721,38.811235,50.524843,13.570944,23.614713,649.810562,36.875698,100.339952
0,136.994902,32.899942,50.703237,16.118160,25.802842,467.495149,36.601146,129.042077
0,132.342838,8.171432,56.241848,18.995862,80.583311,19.133909,37.114057,80.876466
1,130.222282,1.983602,78.802638,59.899413,124.729651,-6.701877,39.344802,44.003581
0,129.304220,29.658742,50.829126,19.422116,30.516688,341.519401,37.022319,84.505490
0,168.267459,24.875859,50.968257,12.873703,29.053169,279.113188,36.837509,108.701476
0,152.070557,9.376801,55.230720,13.977960,76.214428,26.927287,36.763208,119.845730
0,130.544665,25.339520,51.205652,18.732688,31.310319,281.185376,37.034483,85.286675
0,141.315995,19.164829,51.640969,14.885914,36.184467,158.083600,36.680532,129.860727
0,133.004520,23.131277,51.026657,18.735918,33.773712,212.631697,37.278927,81.616154
1,147.426008,15.916057,52.191358,16.549172,48.253003,96.349741,37.183638,87.911429
0,153.122049,18.066639,51.654055,14.891188,43.085327,121.452875,36.939307,109.131980
0,156.036753,20.169505,51.443951,13.480541,32.298662,185.116138,36.725294,112.561043
0,144.710325,30.544046,50.748668,16.191239,33.032595,343.336517,36.489903,143.146100
0,146.251485,24.780172,51.012779,14.670679,31.353505,251.472264,36.750996,119.301917
0,152.917098,14.886577,52.493941,14.465136,55.783698,77.908536,36.959200,104.858898
0,185.175569,-0.626606,102.568525,12.537213,193.057029,-12.412248,36.569910,132.401574
0,142.850768,23.129714,51.143179,14.927743,30.799163,236.953921,36.811957,121.716400
1,155.794846,7.310280,57.246732,15.522494,86.378723,13.394718,36.970523,95.977374
0,158.979177,13.756933,52.961422,14.138912,59.632992,66.001255,36.862336,118.221629
0,127.302773,23.751197,51.025366,18.960580,35.550730,208.742204,36.944334,92.799249
0,174.701154,5.121024,60.582021,13.759595,100.716927,2.034926,37.028073,94.925262
0,134.641817,24.181039,51.229862,16.124896,27.803733,298.561400,36.770566,105.330687
0,146.855989,44.810676,50.395582,15.830836,22.580187,815.157907,37.015158,95.527746
1,155.299530,13.028721,53.129112,14.438961,60.780294,58.831500,36.960023,97.568801
0,151.791826,24.638256,51.149677,14.140892,28.670165,286.219707,36.604681,132.538040
0,141.264550,-0.149677,96.394153,18.855702,181.861229,-11.907188,37.430982,74.411206
0,156.004923,38.385043,50.505031,14.663570,26.115750,562.562591,37.137644,92.358196
0,148.572526,24.023638,51.159822,15.771994,33.264175,239.369395,37.081029,93.933138
0,139.280662,12.898606,53.058974,16.778188,54.554051,62.971200,37.134769,88.263832
0,130.686819,28.996108,50.760036,18.969688,32.163799,312.662052,37.160362,83.032921
0,153.051987,26.306939,51.052242,14.706345,30.126214,292.156226,36.935624,100.274185
0,156.343452,21.172447,51.278373,13.817692,38.370797,168.386414,36.618529,118.636786
1,116.678821,2.735693,73.220410,87.318412,110.533599,-4.270540,39.977552,27.863076
0,160.096061,10.693138,53.457745,13.851566,53.697349,42.923759,36.749394,126.945847
0,162.619016,20.177348,51.434847,14.005507,31.402180,194.963008,36.651428,134.176185
0,157.465520,54.913612,50.233834,14.041241,21.248241,1119.942885,36.652766,126.683104
0,126.568934,15.170374,51.976484,21.700775,43.286819,87.572349,37.247533,77.124271
0,178.422857,4.725602,60.965929,12.167936,82.972527,3.557219,36.743527,123.156049
0,148.576798,19.539530,51.535456,14.314249,30.948620,192.854354,36.834821,110.440095
0,130.151826,39.585516,50.540931,19.107490,23.441672,676.230964,37.020183,102.474054
0,135.642335,43.954184,50.369093,17.629332,23.408232,747.864024,37.067394,85.956878
0,159.269122,21.778094,51.325355,14.077928,41.801028,175.195670,36.794944,108.397056
0,150.110379,27.247582,51.026638,14.645928,27.263662,351.594889,36.638144,124.953172
0,131.260176,27.652662,50.968192,18.694155,26.428204,375.484370,37.079338,89.021936
0,167.023860,18.667626,51.696298,13.397212,48.132521,122.266817,36.659794,120.203484
0,164.303689,18.108744,52.008350,13.935175,43.615147,126.925499,36.729018,119.781153
0,153.093715,25.491622,50.975851,14.626281,39.192686,227.781369,36.968474,97.382780
0,153.168361,-1.749464,100.860517,13.722590,155.058669,-12.649485,36.680435,119.588299
0,163.674162,20.821967,51.223004,13.553964,35.836830,170.430970,36.708395,122.290283
0,132.330990,32.571614,50.635065,17.137818,25.160775,478.342931,37.003763,95.339551
0,151.751027,30.531214,50.691756,15.260704,26.432339,410.074138,36.801659,117.897315
0,164.771535,25.687357,50.899329,13.709984,31.337698,269.417817,36.844756,106.818835
0,130.242591,19.356241,51.652728,18.460687,36.047814,160.193586,37.034348,87.640136
0,162.389790,31.991670,50.665378,13.564593,31.401820,374.996976,36.790395,98.887993
0,154.066370,-3.474870,109.101627,15.316434,127.689108,-11.180370,36.801177,99.139055
0,167.566757,22.259218,51.225558,13.204764,33.616946,219.736963,36.892201,100.376786
0,163.705131,14.954067,52.806036,13.107548,54.809542,82.163560,36.697223,120.370116
0,153.343590,21.635899,51.312880,14.806843,29.022715,242.107695,36.899889,109.393783
0,143.572873,21.723419,51.401307,15.265240,33.678843,207.367959,36.912847,103.871474
0,140.909237,16.378301,51.627582,15.520687,34.671792,125.041412,36.801289,112.733108
0,177.593588,31.680614,50.655457,12.939592,27.788889,407.386004,36.818198,105.270913
0,140.598067,50.916779,50.330403,16.375988,21.198325,1053.985478,37.060821,90.891832
0,165.727595,15.686589,52.272223,13.537893,53.324110,86.949806,36.622683,121.376208
0,141.052391,13.732988,52.655619,16.487654,50.464734,70.891448,37.056650,88.974604
0,159.112863,16.434729,52.076843,13.649786,42.105045,110.870736,36.880551,107.013919
0,160.716080,20.197504,51.345643,14.073063,35.546088,166.437494,36.942714,112.387166
1,123.365919,3.722949,67.764661,44.360279,112.744630,-1.816594,38.584045,56.300068
0,173.382120,20.488010,51.289017,12.701255,33.147265,179.913998,36.756888,120.318420
